,Numero_Proyecto_Ley,Título,Sumilla,Etiqueta,Texto
2514,1789,LEY QUE PRECISA LOS REQUISITOS PARA EL ACCESO DE LOS DEFENSORES DE LA DEMOCRACIA A LOS BENEFICIOS DE LA LEY 31177,PROPONE PRECISAR LOS REQUISITOS PARA EL ACCESO DE LOS DEFENSORES DE LA DEMOCRACIA A LOS BENEFICIOS DE LA LEY 31177,POSITIVO,LEY QUE PRECISA LOS REQUISITOS PARA EL ACCESO DE LOS DEFENSORES DE LA DEMOCRACIA A LOS BENEFICIOS DE LA LEY 31177 PROPONE PRECISAR LOS REQUISITOS PARA EL ACCESO DE LOS DEFENSORES DE LA DEMOCRACIA A LOS BENEFICIOS DE LA LEY 31177
2515,4738,LEY QUE PRECISA LOS REQUISITOS QUE DEBEN PRESENTAR LOS EXCOMBATIENTES DE LAS FFAA DE 1980 AL 2000 DE LA LUCHA CONTRA EL TERRORISMO PARA ACCEDER A LOS BENEFICIOS QUE SE LES HA OTORGADO,"PROPONE PRECISAR LOS REQUISITOS ESTABLECIDOS EN EL ARTÍCULO 10° DE LA LEY 24053, LEY QUE DENOMINAN ""CAMPAÑA MILITAR DE 19412, A LOS GLORIOSOS HECHOS DE ARMAS CUMPLIDAS EN ZARUMILLA Y EN LA FRONTERA NOR ORIENTE; Y DECLARAN EL 31 DE JULIO DÍA CENTRAL CONMEMORATIVO.",POSITIVO,"LEY QUE PRECISA LOS REQUISITOS QUE DEBEN PRESENTAR LOS EXCOMBATIENTES DE LAS FFAA DE 1980 AL 2000 DE LA LUCHA CONTRA EL TERRORISMO PARA ACCEDER A LOS BENEFICIOS QUE SE LES HA OTORGADO PROPONE PRECISAR LOS REQUISITOS ESTABLECIDOS EN EL ARTÍCULO 10° DE LA LEY 24053, LEY QUE DENOMINAN ""CAMPAÑA MILITAR DE 19412, A LOS GLORIOSOS HECHOS DE ARMAS CUMPLIDAS EN ZARUMILLA Y EN LA FRONTERA NOR ORIENTE; Y DECLARAN EL 31 DE JULIO DÍA CENTRAL CONMEMORATIVO."
2516,10174,LEY QUE PRECISA LOS TIPOS DE ESTADO CIVIL Y SU CONSIGNACIÓN EN EL DOCUMENTO NACIONAL DE IDENTIDAD,"PROPONE PRECISAR LOS TIPOS DE ESTADO CIVIL Y LA INFORMACIÓN QUE SOBRE ESTA CONDICIÓN SE DEBE CONSIGNAR EN EL DOCUMENTO NACIONAL DE IDENTIDAD, A FIN DE CONTRIBUIR A UN ADECUADO REGISTRO DE LOS DATOS REGISTRALES ANTE EL RENIEC",POSITIVO,"LEY QUE PRECISA LOS TIPOS DE ESTADO CIVIL Y SU CONSIGNACIÓN EN EL DOCUMENTO NACIONAL DE IDENTIDAD PROPONE PRECISAR LOS TIPOS DE ESTADO CIVIL Y LA INFORMACIÓN QUE SOBRE ESTA CONDICIÓN SE DEBE CONSIGNAR EN EL DOCUMENTO NACIONAL DE IDENTIDAD, A FIN DE CONTRIBUIR A UN ADECUADO REGISTRO DE LOS DATOS REGISTRALES ANTE EL RENIEC"
2517,1703,LEY QUE PRECISA QUE LA SEXTA ESTROFA DEL HIMNO NACIONAL DEBE CANTARSE EN LOS ACTOS PÚBLICOS Y OFICIALES,PROPONE PRECISAR QUE LA SEXTA ESTROFA DEL HIMNO NACIONAL DEBE CANTARSE EN LOS ACTOS PÚBLICOS Y OFICIALES.,NEGATIVO,LEY QUE PRECISA QUE LA SEXTA ESTROFA DEL HIMNO NACIONAL DEBE CANTARSE EN LOS ACTOS PÚBLICOS Y OFICIALES PROPONE PRECISAR QUE LA SEXTA ESTROFA DEL HIMNO NACIONAL DEBE CANTARSE EN LOS ACTOS PÚBLICOS Y OFICIALES.
2518,11760,LEY QUE PRECISA Y FORTALECE EL MARCO NORMATIVO DEL DECRETO LEGISLATIVO 1106 PARA LA LUCHA EFECTIVA CONTRA EL LAVADO DE ACTIVOS Y EL FINANCIAMIENTO DEL TERRORISMO,"LA PRESENTE NORMA TIENE POR OBJETO MEJORAR Y PRECISAR EL DECRETO LEGISLATIVO 1106, ""DECRETO LEGISLATIVO DE LUCHA EFICAZ CONTRA EL LAVADO DE ACTIVOS Y OTROS DELITOS RELACIONADOS A LA MINERÍA ILEGAL Y CRIMEN ORGANIZADO"", GARANTIZANDO UNA CORRECTA APLICACIÓN DE LA NORMATIVA DE LUCHA CONTRA EL LAVADO DE ACTIVOS Y EL FINANCIAMIENTO DEL TERRORISMO, EN ARMONÍA CON LOS PRINCIPIOS CONSTITUCIONALES DE LEGALIDAD, PRESUNCIÓN, DE INOCENCIA, PROPORCIONALIDAD Y DEBIDO PROCESO",POSITIVO,"LEY QUE PRECISA Y FORTALECE EL MARCO NORMATIVO DEL DECRETO LEGISLATIVO 1106 PARA LA LUCHA EFECTIVA CONTRA EL LAVADO DE ACTIVOS Y EL FINANCIAMIENTO DEL TERRORISMO LA PRESENTE NORMA TIENE POR OBJETO MEJORAR Y PRECISAR EL DECRETO LEGISLATIVO 1106, ""DECRETO LEGISLATIVO DE LUCHA EFICAZ CONTRA EL LAVADO DE ACTIVOS Y OTROS DELITOS RELACIONADOS A LA MINERÍA ILEGAL Y CRIMEN ORGANIZADO"", GARANTIZANDO UNA CORRECTA APLICACIÓN DE LA NORMATIVA DE LUCHA CONTRA EL LAVADO DE ACTIVOS Y EL FINANCIAMIENTO DEL TERRORISMO, EN ARMONÍA CON LOS PRINCIPIOS CONSTITUCIONALES DE LEGALIDAD, PRESUNCIÓN, DE INOCENCIA, PROPORCIONALIDAD Y DEBIDO PROCESO"
2519,9334,LEY QUE PRECISA Y FORTALECE LA MODALIDAD DE EDUCACIÓN A DISTANCIA,"PROPONE EN MEJORAR LA CALIDAD DE VIDA Y EL DESARROLLO INTEGRAL DE LAS PERSONAS, A PARTIR DE FORTALECER SU ACCESO A UNA EDUCACIÓN CONTINUA Y DE CALIDAD",NEGATIVO,"LEY QUE PRECISA Y FORTALECE LA MODALIDAD DE EDUCACIÓN A DISTANCIA PROPONE EN MEJORAR LA CALIDAD DE VIDA Y EL DESARROLLO INTEGRAL DE LAS PERSONAS, A PARTIR DE FORTALECER SU ACCESO A UNA EDUCACIÓN CONTINUA Y DE CALIDAD"
2520,8361,LEY QUE PREVIENE Y SANCIONA EL HOSTIGAMIENTO SEXUAL EN EL DEPORTE,"PROPONE FORTALECER EL MARCO NORMATIVO EN MATERIA DE HOSTIGAMIENTO SEXUAL CON EL FIN DE PREVENIR Y SANCIONAR ESTA FORMA DE VIOLENCIA CUANDO SE DESARROLLA EN CONTEXTOS DE LA PRÁCTICA DEL DEPORTE O EN EL ÁMBITO DEPORTIVO, CREANDO ASÍ UN ESPACIO MÁS SEGURO PARA EL DESARROLLO DE ACTIVIDADES DEPORTIVAS EN NUESTRO PAÍS",POSITIVO,"LEY QUE PREVIENE Y SANCIONA EL HOSTIGAMIENTO SEXUAL EN EL DEPORTE PROPONE FORTALECER EL MARCO NORMATIVO EN MATERIA DE HOSTIGAMIENTO SEXUAL CON EL FIN DE PREVENIR Y SANCIONAR ESTA FORMA DE VIOLENCIA CUANDO SE DESARROLLA EN CONTEXTOS DE LA PRÁCTICA DEL DEPORTE O EN EL ÁMBITO DEPORTIVO, CREANDO ASÍ UN ESPACIO MÁS SEGURO PARA EL DESARROLLO DE ACTIVIDADES DEPORTIVAS EN NUESTRO PAÍS"
2521,9622,LEY QUE PRIORIZA EL PRESUPUESTO PARA OTORGAR UNA BONIFICACIÓN SEMESTRAL A FAVOR DE TODOS LOS TRABAJADORES DEL RÉGIMEN LABORAL CAS DE LA SUNAFIL,"PROPONE PRIORIZAR LA ASIGNACIÓN DE RECURSOS PRESUPUESTALES PARA OTORGAR UNA BONIFICACIÓN SEMESTRAL A TODOS LOS TRABAJADORES BAJO EL RÉGIMEN LABORAL CAS (CONTRATO ADMINISTRATIVO DE SERVICIOS) DE LA SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL (SUNAFIL), EN RECONOCIMIENTO A SU LABOR Y DEDICACIÓN AL SERVICIO PÚBLICO",POSITIVO,"LEY QUE PRIORIZA EL PRESUPUESTO PARA OTORGAR UNA BONIFICACIÓN SEMESTRAL A FAVOR DE TODOS LOS TRABAJADORES DEL RÉGIMEN LABORAL CAS DE LA SUNAFIL PROPONE PRIORIZAR LA ASIGNACIÓN DE RECURSOS PRESUPUESTALES PARA OTORGAR UNA BONIFICACIÓN SEMESTRAL A TODOS LOS TRABAJADORES BAJO EL RÉGIMEN LABORAL CAS (CONTRATO ADMINISTRATIVO DE SERVICIOS) DE LA SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL (SUNAFIL), EN RECONOCIMIENTO A SU LABOR Y DEDICACIÓN AL SERVICIO PÚBLICO"
2522,4069,LEY QUE PRIORIZA EL PROCESO DE NOMBRAMIENTO E INGRESO A LA CARRERA ADMINISTRATIVA DEL SERVIDOR PÚBLICO CONTRATADO BAJO EL RÉGIMEN DEL DECRETO LEGISLATIVO 276 QUE REALICE LABORES,PROPONE PRIORIZAR EL PROCESO DE NOMBRAMIENTO E INGRESO A LA CARRERA ADMINISTRATIVA DEL SERVIDOR PÚBLICO CONTRATADO BAJO EL RÉGIMEN DEL DECRETO LEGISLATIVO 276 QUE REALICE LABORES,POSITIVO,LEY QUE PRIORIZA EL PROCESO DE NOMBRAMIENTO E INGRESO A LA CARRERA ADMINISTRATIVA DEL SERVIDOR PÚBLICO CONTRATADO BAJO EL RÉGIMEN DEL DECRETO LEGISLATIVO 276 QUE REALICE LABORES PROPONE PRIORIZAR EL PROCESO DE NOMBRAMIENTO E INGRESO A LA CARRERA ADMINISTRATIVA DEL SERVIDOR PÚBLICO CONTRATADO BAJO EL RÉGIMEN DEL DECRETO LEGISLATIVO 276 QUE REALICE LABORES
2523,4612,LEY QUE PRIORIZA EL TRABAJO REMOTO EN EL PERIODO DE LACTANCIA OBLIGATORIA Y OTORGA DESCANSO POR MUERTE PRENATAL,"PROPONE ESTABLECER EL DERECHO DE LA TRABAJADORA GESTANTE, SEA DEL SECTOR PÚBLICO O PRIVADO, A QUE SE PRIORICE EL TRABAJO REMOTO DURANTE EL PERIODO DE LACTANCIA OBLIGATORIA; ADEMÁS DE OTORGAR DESCANSO LABORAL A CAUSA DE MUERTE PRENATAL.",POSITIVO,"LEY QUE PRIORIZA EL TRABAJO REMOTO EN EL PERIODO DE LACTANCIA OBLIGATORIA Y OTORGA DESCANSO POR MUERTE PRENATAL PROPONE ESTABLECER EL DERECHO DE LA TRABAJADORA GESTANTE, SEA DEL SECTOR PÚBLICO O PRIVADO, A QUE SE PRIORICE EL TRABAJO REMOTO DURANTE EL PERIODO DE LACTANCIA OBLIGATORIA; ADEMÁS DE OTORGAR DESCANSO LABORAL A CAUSA DE MUERTE PRENATAL."
2524,5210,LEY QUE PRIORIZA LA ATENCIÓN PARA LAS PERSONAS AFECTADAS POR LA CONTAMINACIÓN DEL PLOMO Y METALES PESADOS EN EL MARCO DE LA LEY DE PRESUPUESTO,PROPONE PROYECTO DE LEY QUE PRIORIZA LA ATENCIÓN PARA LAS PERSONAS AFECTADAS POR LA CONTAMINACIÓN DEL PLOMO Y METALES PESADOS EN EL MARCO DE LA LEY DE PRESUPUESTO,POSITIVO,LEY QUE PRIORIZA LA ATENCIÓN PARA LAS PERSONAS AFECTADAS POR LA CONTAMINACIÓN DEL PLOMO Y METALES PESADOS EN EL MARCO DE LA LEY DE PRESUPUESTO PROPONE PROYECTO DE LEY QUE PRIORIZA LA ATENCIÓN PARA LAS PERSONAS AFECTADAS POR LA CONTAMINACIÓN DEL PLOMO Y METALES PESADOS EN EL MARCO DE LA LEY DE PRESUPUESTO
2525,1836,LEY QUE PRIORIZA LA IMPLEMENTACIÓN DEL GOBIERNO DIGITAL PREVISTO EN EL D. L. 1412 EN LAS OFICINAS CONSULARES DEL PERÚ EN EL EXTERIOR,PROPONE PRIORIZAR LA IMPLEMENTACIÓN DEL GOBIERNO DIGITAL PREVISTO EN EL D. L. 1412 EN LAS OFICINAS CONSULARES DEL PERÚ EN EL EXTERIOR,NEGATIVO,LEY QUE PRIORIZA LA IMPLEMENTACIÓN DEL GOBIERNO DIGITAL PREVISTO EN EL D. L. 1412 EN LAS OFICINAS CONSULARES DEL PERÚ EN EL EXTERIOR PROPONE PRIORIZAR LA IMPLEMENTACIÓN DEL GOBIERNO DIGITAL PREVISTO EN EL D. L. 1412 EN LAS OFICINAS CONSULARES DEL PERÚ EN EL EXTERIOR
2526,8927,LEY QUE PRIORIZA LA INVERSIÓN PÚBLICA DE INFRAESTRUCTURA EN SALUD.,"PROPONE EXONERAR A LAS DIRIS, DIRESAS, GERESAS Y GOBIERNOS LOCALES, LA EXIGENCIA DEL SANEAMIENTO FÍSICO LEGAL DE LOS BIENES INMUEBLES ADQUIRIDOS BAJO CUALQUIER TÍTULO Y/O EN POSESIÓN A FIN DE FORTALECER LA EJECUCIÓN DE PROYECTOS DE INVERSIÓN PÚBLICA RELACIONADO A INFRAESTRUCTURA EN SALUD.",POSITIVO,"LEY QUE PRIORIZA LA INVERSIÓN PÚBLICA DE INFRAESTRUCTURA EN SALUD. PROPONE EXONERAR A LAS DIRIS, DIRESAS, GERESAS Y GOBIERNOS LOCALES, LA EXIGENCIA DEL SANEAMIENTO FÍSICO LEGAL DE LOS BIENES INMUEBLES ADQUIRIDOS BAJO CUALQUIER TÍTULO Y/O EN POSESIÓN A FIN DE FORTALECER LA EJECUCIÓN DE PROYECTOS DE INVERSIÓN PÚBLICA RELACIONADO A INFRAESTRUCTURA EN SALUD."
2527,5397,LEY QUE PRIORIZA PROYECTOS DE INVERSIÓN PRIVADA Y/O PÚBLICA DE ENERGÍA UNDIMOTRIZ EN EL PERÚ,"PROPONE ESTABLECER UN MARCO LEGAL PARA PRIORIZAR LA EJECUCIÓN DE PROYECTOS DE INVERSIÓN PRIVADA O PÚBLICA DE ENERGÍA UNDIMOTRIZ EN EL PAÍS, EXCLUSIVAMENTE PARA LA PRODUCCIÓN DE ENERGÍA ELÉCTRICA, COMO UNA FUENTE DE ENERGÍA RENOVABLE.",POSITIVO,"LEY QUE PRIORIZA PROYECTOS DE INVERSIÓN PRIVADA Y/O PÚBLICA DE ENERGÍA UNDIMOTRIZ EN EL PERÚ PROPONE ESTABLECER UN MARCO LEGAL PARA PRIORIZAR LA EJECUCIÓN DE PROYECTOS DE INVERSIÓN PRIVADA O PÚBLICA DE ENERGÍA UNDIMOTRIZ EN EL PAÍS, EXCLUSIVAMENTE PARA LA PRODUCCIÓN DE ENERGÍA ELÉCTRICA, COMO UNA FUENTE DE ENERGÍA RENOVABLE."
2528,3800,"LEY QUE PRIORIZA Y PROMUEVE EL USO DE LA ENERGÍA SOLAR PARA DOTAR DE ENERGÍA ELÉCTRICA ALTERNATIVA A LAS UNIVERSIDADES NACIONALES UBICADAS EN LA SELVA DEL PERÚ, PARA GENERACIÓN Y USO DE ENERGÍA ELÉCTRICA LIMPIA","PROPONE PRIORIZAR Y PROMUEVE EL USO DE LA ENERGÍA SOLAR PARA DOTAR DE ENERGÍA ELÉCTRICA ALTERNATIVA A LAS UNIVERSIDADES NACIONALES UBICADAS EN LA SELVA DEL PERÚ, PARA GENERACIÓN Y USO DE ENERGÍA ELÉCTRICA LIMPIA.",POSITIVO,"LEY QUE PRIORIZA Y PROMUEVE EL USO DE LA ENERGÍA SOLAR PARA DOTAR DE ENERGÍA ELÉCTRICA ALTERNATIVA A LAS UNIVERSIDADES NACIONALES UBICADAS EN LA SELVA DEL PERÚ, PARA GENERACIÓN Y USO DE ENERGÍA ELÉCTRICA LIMPIA PROPONE PRIORIZAR Y PROMUEVE EL USO DE LA ENERGÍA SOLAR PARA DOTAR DE ENERGÍA ELÉCTRICA ALTERNATIVA A LAS UNIVERSIDADES NACIONALES UBICADAS EN LA SELVA DEL PERÚ, PARA GENERACIÓN Y USO DE ENERGÍA ELÉCTRICA LIMPIA."
2529,3325,LEY QUE PROHIBE A LAS ENTIDADES PÚBLICAS Y EMPRESAS PRIVADAS EL USO DE PIROTÉCNICOS CON FINES RECREATIVOS,PROPONE PROHIBIR A LAS ENTIDADES PÚBLICAS Y EMPRESAS PRIVADAS EL USO DE PIROTÉCNICOS CON FINES RECREATIVOS,NEGATIVO,LEY QUE PROHIBE A LAS ENTIDADES PÚBLICAS Y EMPRESAS PRIVADAS EL USO DE PIROTÉCNICOS CON FINES RECREATIVOS PROPONE PROHIBIR A LAS ENTIDADES PÚBLICAS Y EMPRESAS PRIVADAS EL USO DE PIROTÉCNICOS CON FINES RECREATIVOS
2530,10399,LEY QUE PROHIBE CONTRATOS DE CONCESIÓN O RENOVACIÓN A EMPRESAS QUE MANTIENEN CONTROVERSIA JUDICIAL Y/O ARBITRAL EN CONTRA DEL ESTADO PERUANO,"PROPONE IMPULSAR EL DESARROLLO DE CONCESIONES EN EL PAÍS Y A PROTEGER AL ESTADO PERUANO FRENTE A DEMANDAS ARBITRALES Y/O JUDICIALES REALIZADAS EN CONTRA DEL ESTADO POR EMPRESAS Y/O CONSORCIOS QUE PARTICIPAN EN LICITACIONES O CONCURSOS PÚBLICOS DE CONCESIONES DE OBRAS DE INFRAESTRUCTURA Y/O DE SERVICIOS PÚBLICOS, O SUS RENOVACIONES.",NEGATIVO,"LEY QUE PROHIBE CONTRATOS DE CONCESIÓN O RENOVACIÓN A EMPRESAS QUE MANTIENEN CONTROVERSIA JUDICIAL Y/O ARBITRAL EN CONTRA DEL ESTADO PERUANO PROPONE IMPULSAR EL DESARROLLO DE CONCESIONES EN EL PAÍS Y A PROTEGER AL ESTADO PERUANO FRENTE A DEMANDAS ARBITRALES Y/O JUDICIALES REALIZADAS EN CONTRA DEL ESTADO POR EMPRESAS Y/O CONSORCIOS QUE PARTICIPAN EN LICITACIONES O CONCURSOS PÚBLICOS DE CONCESIONES DE OBRAS DE INFRAESTRUCTURA Y/O DE SERVICIOS PÚBLICOS, O SUS RENOVACIONES."
2531,11673,"LEY QUE PROHIBE EL COLORANTE ROJO N°3 EN ALIMENTOS, PRODUCTOS ENVASADOS, BEBIDAS, MEDICAMENTOS Y COSMÉTICOS DE USO O CONSUMO HUMANO FORTALECIENDO LA LUCHA CONTRA EL CANCER","PROPONE PROHIBIR EL USO Y ADICIÓN DEL COLORANTE ROJO N°3 Y SUS DISTINTAS DENOMINACIONES EN LA ELABORACIÓN DE ALIMENTOS, PRODUCTOS ENVASADOS, BEBIDAS, MEDICAMENTOS Y COSMÉTICOS DE CONSUMO O USO HUMANO QUE SE VENDAN, IMPORTEN Y DISTRIBUYAN EN EL TERRITORIO NACIONAL",POSITIVO,"LEY QUE PROHIBE EL COLORANTE ROJO N°3 EN ALIMENTOS, PRODUCTOS ENVASADOS, BEBIDAS, MEDICAMENTOS Y COSMÉTICOS DE USO O CONSUMO HUMANO FORTALECIENDO LA LUCHA CONTRA EL CANCER PROPONE PROHIBIR EL USO Y ADICIÓN DEL COLORANTE ROJO N°3 Y SUS DISTINTAS DENOMINACIONES EN LA ELABORACIÓN DE ALIMENTOS, PRODUCTOS ENVASADOS, BEBIDAS, MEDICAMENTOS Y COSMÉTICOS DE CONSUMO O USO HUMANO QUE SE VENDAN, IMPORTEN Y DISTRIBUYAN EN EL TERRITORIO NACIONAL"
2532,5532,LEY QUE PROHIBE EL USO DE CELULARES EN INSTITUCIONES DE EDUCACIÓN BÁSICA ESCOLAR PÚBLICA Y PRIVADA DURANTE EL DICTADO DE CLASES.,PROPONE LEY QUE PROHIBE EL USO DE CELULARES EN INSTITUCIONES DE EDUCACIÓN BÁSICA ESCOLAR PÚBLICA Y PRIVADA DURANTE EL DICTADO DE CLASES.,NEGATIVO,LEY QUE PROHIBE EL USO DE CELULARES EN INSTITUCIONES DE EDUCACIÓN BÁSICA ESCOLAR PÚBLICA Y PRIVADA DURANTE EL DICTADO DE CLASES. PROPONE LEY QUE PROHIBE EL USO DE CELULARES EN INSTITUCIONES DE EDUCACIÓN BÁSICA ESCOLAR PÚBLICA Y PRIVADA DURANTE EL DICTADO DE CLASES.
2533,5297,"LEY QUE PROHIBE LA CADUCIDAD DE REQUISITORIAS PARA LOS DELITOS DE FEMINICICIDIO, VIOLACIÓN A LA LIBERTAD SEXUAL Y TRATA DE PERSONAS","PROPONE INCORPORAR EN EL NUMERAL 4 DEL ARTÍCULO 261 DEL CÓDIGO PROCESAL PENAL PARA QUE, EN LOS CASOS DE LOS DELITOS DE FEMINICIDIO, VIOLACIÓN SEXUAL Y TRATA DE PERSONAS LAS REQUISITORIAS CURSADAS A LA AUTORIDAD POLICIAL NO CADUQUEN HASTA LA EFECTIVA DETENCIÓN DE LOS REQUISITORIADOS.",POSITIVO,"LEY QUE PROHIBE LA CADUCIDAD DE REQUISITORIAS PARA LOS DELITOS DE FEMINICICIDIO, VIOLACIÓN A LA LIBERTAD SEXUAL Y TRATA DE PERSONAS PROPONE INCORPORAR EN EL NUMERAL 4 DEL ARTÍCULO 261 DEL CÓDIGO PROCESAL PENAL PARA QUE, EN LOS CASOS DE LOS DELITOS DE FEMINICIDIO, VIOLACIÓN SEXUAL Y TRATA DE PERSONAS LAS REQUISITORIAS CURSADAS A LA AUTORIDAD POLICIAL NO CADUQUEN HASTA LA EFECTIVA DETENCIÓN DE LOS REQUISITORIADOS."
2534,9279,LEY QUE PROHIBE LA CIRCULACION DE MOTOS LINEALES EN ESTADO DE EMERGENCIA E INCORPORA OTRAS MEDIDAS COMPLEMENTARIAS,"PROPONE  ESTABLECER MEDIDAS EFECTIVAS CUYA EJECUCIÓN PUEDA  SER TRASVERSAL A LOS ESTADOS DE EMERGENCIA, EN MATERIA DE SEGURIDAD CIUDADANA, A FIN DE SALVAGUARDAR LA INTEGRIDAD DE LOS VECINOS DE LOS GOBIERNOS LOCALES Y REGIONALES",NEGATIVO,"LEY QUE PROHIBE LA CIRCULACION DE MOTOS LINEALES EN ESTADO DE EMERGENCIA E INCORPORA OTRAS MEDIDAS COMPLEMENTARIAS PROPONE  ESTABLECER MEDIDAS EFECTIVAS CUYA EJECUCIÓN PUEDA  SER TRASVERSAL A LOS ESTADOS DE EMERGENCIA, EN MATERIA DE SEGURIDAD CIUDADANA, A FIN DE SALVAGUARDAR LA INTEGRIDAD DE LOS VECINOS DE LOS GOBIERNOS LOCALES Y REGIONALES"
2535,4062,"LEY QUE PROHIBE LA DEDUCCIÓN DE RENTA DE TERCERA CATEGORÍA POR GASTOS DE MEDIDAS CORRECTIVAS, PREVENTIVAS Y CAUTELARES EN MATERIA ECOLÓGICA Y/0 AMBIENTAL","PROPONE PROHIBIR LA DEDUCCIÓN DE RENTA DE TERCERA CATEGORÍA POR GASTOS DE MEDIDAS CORRECTIVAS, PREVENTIVAS Y CAUTELARES EN MATERIA ECOLÓGICA Y/0 AMBIENTAL.",NEGATIVO,"LEY QUE PROHIBE LA DEDUCCIÓN DE RENTA DE TERCERA CATEGORÍA POR GASTOS DE MEDIDAS CORRECTIVAS, PREVENTIVAS Y CAUTELARES EN MATERIA ECOLÓGICA Y/0 AMBIENTAL PROPONE PROHIBIR LA DEDUCCIÓN DE RENTA DE TERCERA CATEGORÍA POR GASTOS DE MEDIDAS CORRECTIVAS, PREVENTIVAS Y CAUTELARES EN MATERIA ECOLÓGICA Y/0 AMBIENTAL."
2536,6824,LEY QUE PROHiBE EL USO DE ANIMALES POR PARTE DE LA POLICÍA Y SERENAZGO MUNICIPAL PARA EL CONTROL DE MULTITUDES,"PROPONE PROHIBIR EL USO DE ANIMALES, POR PARTE DE LA POLICÍA NACIONAL DEL PERÚ Y LOS SERVICIOS DE SERENAZGO MUNICIPAL, PARA EL CONTROL DE MULTITUDES EN MANIFESTACIONES, EVENTOS DEPORTIVOS, DE ENTRETENIMIENTO O DE OTRA ÍNDOLE.",POSITIVO,"LEY QUE PROHiBE EL USO DE ANIMALES POR PARTE DE LA POLICÍA Y SERENAZGO MUNICIPAL PARA EL CONTROL DE MULTITUDES PROPONE PROHIBIR EL USO DE ANIMALES, POR PARTE DE LA POLICÍA NACIONAL DEL PERÚ Y LOS SERVICIOS DE SERENAZGO MUNICIPAL, PARA EL CONTROL DE MULTITUDES EN MANIFESTACIONES, EVENTOS DEPORTIVOS, DE ENTRETENIMIENTO O DE OTRA ÍNDOLE."
2537,5141,"LEY QUE PROHÍBE A LAS INSTITUCIONES EDUCATIVAS PÚBLICAS Y PRIVADAS DE LA EDUCACIÓN BÁSICA Y SUPERIOR, LA EXIGENCIA DEL USO DE DETERMINADOS TIPOS DE UNIFORMES, CALZADOS Y CORTE DE CABELLO A LAS Y LOS ESTUDIANTES.","PROPONE LEY QUE PROHÍBE A LAS INSTITUCIONES EDUCATIVAS PÚBLICAS Y PRIVADAS DE LA EDUCACIÓN BÁSICA Y SUPERIOR, LA EXIGENCIA DEL USO DE DETERMINADOS TIPOS DE UNIFORMES, CALZADOS Y CORTE DE CABELLO A LAS Y LOS ESTUDIANTES.",POSITIVO,"LEY QUE PROHÍBE A LAS INSTITUCIONES EDUCATIVAS PÚBLICAS Y PRIVADAS DE LA EDUCACIÓN BÁSICA Y SUPERIOR, LA EXIGENCIA DEL USO DE DETERMINADOS TIPOS DE UNIFORMES, CALZADOS Y CORTE DE CABELLO A LAS Y LOS ESTUDIANTES. PROPONE LEY QUE PROHÍBE A LAS INSTITUCIONES EDUCATIVAS PÚBLICAS Y PRIVADAS DE LA EDUCACIÓN BÁSICA Y SUPERIOR, LA EXIGENCIA DEL USO DE DETERMINADOS TIPOS DE UNIFORMES, CALZADOS Y CORTE DE CABELLO A LAS Y LOS ESTUDIANTES."
2538,6491,"LEY QUE PROHÍBE ACTIVIDADES DE EXPLORACIÓN Y EXPLOTACIÓN MINERA EN EL VALLE DE TAMBO SITUADO EN LOS DISTRITOS DE COCACHACRA, DEÁN VALDIVIA, MEJÍA Y PUNTA DE BOMBÓN, PROVINCIA DE ISLAY DEL DEPARTAMENTO DE AREQUIPA","PROPONE LEY QUE PROHÍBE ACTIVIDADES DE EXPLORACIÓN Y EXPLOTACIÓN MINERA EN EL VALLE DE TAMBO SITUADO EN LOS DISTRITOS DE COCACHACRA, DEÁN VALDIVIA, MEJÍA Y PUNTA DE BOMBÓN, PROVINCIA DE ISLAY DEL DEPARTAMENTO DE AREQUIPA",NEGATIVO,"LEY QUE PROHÍBE ACTIVIDADES DE EXPLORACIÓN Y EXPLOTACIÓN MINERA EN EL VALLE DE TAMBO SITUADO EN LOS DISTRITOS DE COCACHACRA, DEÁN VALDIVIA, MEJÍA Y PUNTA DE BOMBÓN, PROVINCIA DE ISLAY DEL DEPARTAMENTO DE AREQUIPA PROPONE LEY QUE PROHÍBE ACTIVIDADES DE EXPLORACIÓN Y EXPLOTACIÓN MINERA EN EL VALLE DE TAMBO SITUADO EN LOS DISTRITOS DE COCACHACRA, DEÁN VALDIVIA, MEJÍA Y PUNTA DE BOMBÓN, PROVINCIA DE ISLAY DEL DEPARTAMENTO DE AREQUIPA"
